StartDate,EndDate,Duration (in seconds),RecordedDate,ResponseId,LocationLatitude,LocationLongitude,condition,openQ,valence,metaphor,likert,covertness,attention,association,paraphrase,politicalView,gender,immigration,immigrationStatus_1,immigrationStatus_8,immigrationStatus_2,language#1_1_1,language#1_1_2,language#1_1_3,language#1_2_1,language#1_2_2,language#1_2_3,language#1_3_1,language#1_3_2,language#1_3_3,language#1_4_1,language#1_4_2,language#1_4_3,language#1_5_1,language#1_5_2,language#1_5_3,Q36,random
1/16/21 13:35,1/16/21 13:41,336,1/16/21 13:41,R_3htrVes9bLXx4UQ,26.10119629,-80.1536026,boost,"the economy has shifted to more of immigrate run, with bit growing so much in a few short years.  in my opinion this would push out the local work force and also perhaps lower wages given many immigrants work for less hourly wages, with the exception of the business owners that are immigrants.  ",negative,,4,FALSE,increase,improve,NA,Independent,Female,BornInUS,Born in the US - US Citizen,,,English,1,fluent,,,,,,,,,,,,,USA,764326
1/21/21 15:27,1/21/21 15:32,348,1/21/21 15:32,R_2U9II1lqzL4wPWC,42.42610168,-83.25140381,increase,"the immigrants are getting more populated in working more in 2020 than in 2016.
more immigrants working than American people there taking a lot of jobs from the Americans.",negative,,3,FALSE,number,more,NA,Republican,Female,BornInUS,Born in the US - US Citizen,,,English,out the womb,5,,,,,,,,,,,,,us,548775
1/16/21 6:30,1/16/21 6:35,279,1/16/21 6:35,R_12mY3AINWcaLjLj,36.79690552,-76.17970276,flood,The immigrants has rapidly increased the competition for jobs. They have taken some of the opportunity for the locals to get good jobs.,negative,,5,FALSE,increase,surge,NA,Democrat,Female,BornInUS,Born in the US - US Citizen,,,English,1,5,,,,,,,,,,,,,United States,449282
1/16/21 15:43,1/16/21 15:47,246,1/16/21 15:47,R_2EFdTIFtX5ZHrGb,27.32539368,-82.47329712,invasion,"The immigration influx has taken away jobs from US workers, and allowed companies to lower their wages and standards. Some cannot compete. The culture is harmed, as these immigrants likely assert entitled attitudes of aversion to Americanism. Educational quality is lowered.",negative,influx,1,FALSE,increase,intrusion,NA,Republican,Female,BornInUS,Born in the US - US Citizen,,,English,0,5,,,,,,,,,,,,,"United States, Canada",974211
1/16/21 16:12,1/16/21 16:17,265,1/16/21 16:17,R_1SnogZoyykdnOzn,35.92349243,-88.77130127,increase,The increase in the amount of immigrants.  This has caused a lot of things to change. Immigrants are getting jobs that and pushing the american people out. ,negative,,1,TRUE,increase,gain,NA,Republican,Female,BornInUS,Born in the US - US Citizen,,,English,since birth,5,,,,,,,,,,,,,United States,639478
1/16/21 13:48,1/16/21 13:51,203,1/16/21 13:51,R_1ihgr8zdiL79Q6T,33.87750244,-84.50170135,flood,The local economy become poor as more immigrant workers had taken the jobs from the local. So the locals become job less.,negative,,2,FALSE,increase,inundation,NA,Republican,Female,BornInUS,Born in the US - US Citizen,,,English,1,5,,,,,,,,,,,,,USA,107263
1/16/21 16:31,1/16/21 16:34,210,1/16/21 16:34,R_AmP1eg3wpCKnimJ,38.95669556,-77.22779846,invasion,The local economy has probably suffered as a result of the influx in immigrants. Immigrants are probably taking away local citizens' jobs and livelihoods. ,negative,,1,FALSE,increase,capture,NA,Republican,Female,BornInUS,Born in the US - US Citizen,,,English,0,5,,,,,,,,,,,,,United States,331572
1/21/21 16:02,1/21/21 16:04,120,1/21/21 16:04,R_29oCpMYf5C6K5bd,29.73880005,-95.8309021,boost,The local economy is seeing an increase in immigrants.  That means more poor people are flooding Addison.  This could make a negative impact on the local economy. ,negative,flooding,1,FALSE,increase,pump,NA,Republican,Female,BornInUS,Born in the US - US Citizen,,,English,1,5,,,,,,,,,,,,,United States,729508
1/21/21 16:14,1/21/21 16:20,335,1/21/21 16:20,R_1ezVmkBdepRCQeA,39.0480957,-77.47280121,increase,THERE IS A SLIGHTLY DOWN IN THE ECONOMY MAINLY DUE TO SCARCITY OF VACANCY OF THIS COUNTRY PEOPLE,negative,,3,FALSE,number,"rise, climb, improve",NA,Democrat,Female,BornInUS,Born in the US - US Citizen,,,English,1,4,,,,,,,,,,,,,AMERICA,773515
1/16/21 16:14,1/16/21 16:15,106,1/16/21 16:15,R_1FgO92jhfFjxH8W,40.71260071,-74.00659943,invasion,They have used the cheap labor to lower prices at the grocery stores. It has also lowered the amount of available jobs to Americans. ,negative,,5,FALSE,migration,occupation,NA,Independent,Female,BornInUS,Born in the US - US Citizen,,,English,0,5,,,,,,,,,,,,,USA,729302
1/21/21 15:37,1/21/21 15:47,605,1/21/21 15:47,R_27xIDJd3ZaxHETd,27.84849548,-82.79440308,increase,"With an expotential increase in immigrants from 12,000 in 2016 to 40,000 in 2020, the economy would need a good supply for demand. I would say labor has increased but local supplies do not meet the demand. I would say labor is mostly low paying jobs, so you have a lot of people without expendable income. I would guess the prices are high, in relationship to salaries.",negative,,3,TRUE,increase,expand,NA,Independent,Female,BornInUS,Born in the US - US Citizen,Grandparents came to the US as immigrants,,English,1,5,,,,,,,,,,,,,United States of America,253513
1/17/21 15:00,1/17/21 15:03,170,1/17/21 15:03,R_ykB5hXCjOko4NUZ,36.15789795,-86.8608017,increase,More immigrants flocking to that area. It will cause an increase on cost of living and supplies and living means.,negative,flocking,5,FALSE,"20,000",grow,NA,Independent,Female,BornInUS,Born in the US - US Citizen,,,English,1,5,,,,,,,,,,,,,United states,899001
1/16/21 11:33,1/16/21 11:37,253,1/16/21 11:37,R_1I4rzWUZrJrTEPg,30.18099976,-92.04769897,boost," I believe it has boosted the local economy. There are more businesses, more labor, and more customers as a result of the increased population.",positive,boost,7,FALSE,increase,lift,NA,Independent,Female,BornInUS,Born in the US - US Citizen,,,English,1,5,Spanish,23,1,,,,,,,,,,USA,114428
1/16/21 15:26,1/16/21 15:31,313,1/16/21 15:31,R_2dRTKL2tOR736o2,42.72270203,-73.81780243,invasion,"40,000 immigrant workers have really expanded the economy. There are more jobs being done, and more people spending money in the community. The effect on the local economy is positive.",positive,expand,8,FALSE,increase,attack,NA,Republican,Female,BornInUS,Born in the US - US Citizen,,,English,0,5,,,,,,,,,,,,,United States,791344
1/21/21 16:09,1/21/21 16:14,308,1/21/21 16:14,R_1DUxc080HWCwVAe,40.56010437,-90.02420044,flood,A lot of work has been done.  The immigrants opened new businesses and helped bring money into the town.  ,positive,,8,FALSE,growth,swamp,NA,Republican,Female,BornInUS,Born in the US - US Citizen,,,English,1,5,,,,,,,,,,,,,United States,200883
1/21/21 15:27,1/21/21 15:29,120,1/21/21 15:29,R_BVsyKBIHdDD2Iet,35.92370605,-77.83399963,flood,A positive effect. Business have been open which creates jobs and things to do. ,positive,,7,FALSE,rush,Overflow,NA,Democrat,Female,BornInUS,Born in the US - US Citizen,,,English,1,5,,,,,,,,,,,,,US,108636
1/17/21 15:03,1/17/21 15:05,99,1/17/21 15:05,R_XiuXhQfCNdEZaJH,47.30659485,-122.2619019,boost,"Addison has grown rapidly. This create new economic opportunities for businesses, which in turn hire more workers.",positive,,8,FALSE,influx,lift,NA,Democrat,Female,BornInUS,Born in the US - US Citizen,,,English,0,5,Spanish,14,3,,,,,,,,,,"United States, Spain (four months for study abroad)",143673
1/17/21 15:04,1/17/21 15:07,212,1/17/21 15:07,R_2PBF7mGOixonFXg,41.62269592,-86.24520111,flood,Addison has seen a great increase in the number of immigrants. Some did primarily farm work but others have started opening restaurants and small shops. This has a very positive effect on the community. You have more people working and more people shopping and spending money. It's a win win situation that benefits all.,positive,,10,FALSE,increase,deluge,NA,Democrat,Female,BornInUS,Born in the US - US Citizen,,,English,1,5,,,,,,,,,,,,,United States,602522
1/17/21 11:08,1/17/21 11:22,856,1/17/21 11:22,R_2uPvDmNL2bDtW8e,37.75100708,-97.8219986,increase,an increase in employment levels leading to a decrease in poverty. Growth in other industries such as real estate,positive,,10,TRUE,increase,add ,NA,Democrat,Female,BornInUS,Born in the US - US Citizen,,,English,1,5,,,,,,,,,,,,,USA,786702
1/16/21 9:02,1/16/21 9:14,712,1/16/21 9:14,R_VOaYKEbYVOVJ19n,31.94720459,-81.93890381,flood,"As we know living in an agricultural there will a need for immigrant workers. So, my only guess is that the agricultural demand in this community has grown a lot.",positive,,7,FALSE,increase,downpour,NA,Democrat,Female,BornInUS,Born in the US - US Citizen,,,English,3,5,Afro-Creole,3,5,,,,,,,,,,United States of America,870273
1/16/21 14:18,1/16/21 14:22,242,1/16/21 14:22,R_10NUnYUBXJ6axL4,28.54640198,-81.25849915,flood,"Assuming the overall population has grown, the economy has probably improved. More people mean more need for goods and services.",positive,,8,FALSE,increase,torrent,NA,Democrat,Female,BornInUS,Born in the US - US Citizen,,,English,0,5,,,,,,,,,,,,,"United States, Canada, England",413185
1/17/21 7:42,1/17/21 7:54,683,1/17/21 7:54,R_cTK0aAZmh1heZrP,33.74850464,-84.38710022,boost,"Because of the increase in the labor force from the influx of immigrants, this has had a positive impact on the local economy. Businesses are able to run more efficiently because it is usually immigrants that are more willing to work the job that locals will not. As such, these businesses are able to hire more people than they usually would. With more people working at these places, the businesses are able to operate at optimum levels. ",positive,influx,9,FALSE,increase,increase,NA,Democrat,Female,BornInUS,Born in the US - US Citizen,,,English,1,5,Bengali,1,2,,,,,,,,,,United States only,795944
1/16/21 17:20,1/16/21 17:23,122,1/16/21 17:23,R_2VqkCZIFJnXihPS,40.76370239,-73.76950073,boost,Business has increased due to more people opening up stores. There are also more people who are employed who can spend money in the economy. ,positive,,9,FALSE,increase,Increase,NA,Democrat,Female,BornInUS,Born in the US - US Citizen,,,English,1,5,,,,,,,,,,,,,United States,748435
1/16/21 16:44,1/16/21 16:58,837,1/16/21 16:58,R_BWiCMxs2o7yr2RH,35.59620667,-81.0338974,invasion,Growing number of jobs I would say. And that the freedom of speech and money growing. I also think of all the opportunities that are available for jobs and growth. Lastly because maybe education opportunities and chance to earn degrees.,positive,,9,FALSE,Increase,take over,NA,Republican,Female,BornInUS,Born in the US - US Citizen,,,English,4,5,,,,,,,,,,,,,United States,941844
1/17/21 15:48,1/17/21 15:52,241,1/17/21 15:52,R_UGVPVYXUI0S5hwR,41.70880127,-85.97599792,increase,I am guessing that the local economy has improved quite a bit. With all those immigrants willing to work and build businesses I would assume the economy is great there. ,positive,,10,TRUE,increase,grow,NA,Republican,Female,BornInUS,Born in the US - US Citizen,,,English,5,5,Dutch,2,4,,,,,,,,,,United States of America,442332
1/16/21 14:59,1/16/21 15:01,112,1/16/21 15:01,R_dnlVtdAVFMvyD4Z,40.62080383,-74.04260254,boost,I am sure this has boosted the economic significantly. They have created jobs and increased the number of services in Addison. ,positive,boost,9,FALSE,increase,lift,NA,Democrat,Female,BornInUS,Born in the US - US Citizen,,,English,0,5,,,,,,,,,,,,,United States,709422
1/21/21 15:04,1/21/21 15:06,116,1/21/21 15:06,R_D2ISeix1xbq0qxb,39.93569946,-75.18319702,flood,"I believe that the growth in local agriculture honestly boosted the economy since it seemed like a lot of the immigrant workers were congregated there. I think also with more jobs and money being passed around the town, it's rising the livelihood of everyone else as well. ",positive,boost,9,FALSE,influx,overflow,NA,Democrat,Female,BornInUS,Born in the US - US Citizen,,,English,0,5,,,,,,,,,,,,,The United States,839969
1/17/21 14:31,1/17/21 14:34,193,1/17/21 14:34,R_32X9Yg4VDhZfmKO,35.80810547,-88.76270294,invasion,I believe that the local economy has probably been helped by the immigrants coming in to their town. I believe that the immigrants are probably doing jobs in this town that the locals wouldn't want to do. I think that the immigrants are probably doing these jobs and it is helping the local economy to get better. ,positive,,8,FALSE,influx ,capture,NA,Republican,Female,BornInUS,Born in the US - US Citizen,,,English,0,5,,,,,,,,,,,,,United States,902913
1/16/21 14:58,1/16/21 15:02,212,1/16/21 15:02,R_RFdvzzG0pXSHCsF,40.69140625,-73.37280273,invasion,"I believe that the opening of new businesses by immigrants will create a more robust and prosperous local economy. I think that these new businesses will encourage people to spend more, thereby improving the overall economic prospects of the community. ",positive,,10,FALSE,increase,takeover,NA,Democrat,Female,BornInUS,Born in the US - US Citizen,,,English,0,5,,,,,,,,,,,,,United States,482810
1/16/21 16:03,1/16/21 16:08,304,1/16/21 16:08,R_ApJoSh2Xx2cubVD,42.07550049,-76.0089035,invasion,I believe that these are hardworking individuals who are working at lower paying or less desirable jobs. Farming work is very hard with long hours. Perhaps many are happier working in service jobs that aren't as physically demanding.  They have been found to be honest and hardworking and are filling a void in the town.  ,positive,,10,FALSE,increase,capture,NA,Democrat,Female,BornInUS,Born in the US - US Citizen,,,English,2,5,,,,,,,,,,,,,USA,267006
1/17/21 16:45,1/17/21 16:48,165,1/17/21 16:48,R_rrNqPuTqWNgRIVX,41.09159851,-74.37190247,flood,"I believe the economy is probably doing well and continuing to improve with the immigrants coming in. They are contributing to labor, and even opening new businesses and giving others new job opportunities.",positive,,9,FALSE,increase,river,NA,Democrat,Female,BornInUS,Born in the US - US Citizen,,,English,a toddler,5,,,,,,,,,,,,,U.S.,714852
1/16/21 13:48,1/16/21 13:51,224,1/16/21 13:51,R_22Ajm37r5TGamLQ,33.74679565,-84.31369781,increase,"I believe the increase of immigrants has been beneficial to the local economy. The addition has allowed more businesses to open, generating more financial earnings in the community.",positive,,10,TRUE,increase,grow,NA,Democrat,Female,BornInUS,Born in the US - US Citizen,,,English,1,5,,,,,,,,,,,,,United States,737846
1/17/21 18:03,1/17/21 18:09,336,1/17/21 18:09,R_2wst2BXrqEZtfA8,35.07420349,-78.96499634,invasion,"I believe the rise in population in Addison has improved the local economy. Since most of the immigrants started in service type jobs, it sounds like some of them have been able to save enough to start their own businesses. This means that they are also employing people in Addison and adding to the economy. ",positive,,8,FALSE,increase,offensive,NA,Democrat,Female,BornInUS,Born in the US - US Citizen,,,English,0,5,,,,,,,,,,,,,"United States, West Germany, South Korea",783553
1/17/21 16:56,1/17/21 17:04,507,1/17/21 17:05,R_QbPlLw9LAvW9UDD,41.59829712,-86.70259857,boost,I believe this has had a positive impact on the local economy. The opening of new restaurants and shops provides more options for citizens to release more money back into the town's economy. I also believe that an increase in population is necessary for making improvements to infrastructure through the heightened amount of tax dollars. ,positive,,8,FALSE,increase,help,NA,Democrat,Female,BornInUS,Born in the US - US Citizen,,,English,0,5,Spanish,14,3,,,,,,,,,,United States of America,174449
1/16/21 16:43,1/16/21 16:49,375,1/16/21 16:49,R_w10QdO0sk2ma2LT,42.76319885,-88.19740295,flood,"I cannot make an educated guess since I do not know the population of Addison. If this is a town of under 100,000, then the economy is likely affected a bit. There would be an increase in profits for the farms, as well as an increase in the economy due to new businesses. If the population of Addison is over 400,000, the effect is less.",positive,,3,FALSE,increase,drench,NA,Democrat,Female,BornInUS,Born in the US - US Citizen,,,English,1,5,Spanish,40,3,,,,,,,,,,"United States, Nicaragua, Germany",297947
1/21/21 15:41,1/21/21 15:48,408,1/21/21 15:48,R_26fFa3C79WKW80A,33.73989868,-117.0150986,boost,"I feel if there is more jobs to do, and people to do them, then everyone benefits.  Yes, it may impact some local contractors that had a monopoly in town, but that's fine. More competition means better prices for all consumers.  ",positive,,10,FALSE,increase,lift,NA,Democrat,Female,BornInUS,Born in the US - US Citizen,,,English,1 yr,4,spanish,16,1,,,,,,,,,,"US, Turkey, Italy",447417
1/21/21 16:01,1/21/21 16:02,85,1/21/21 16:02,R_1nNKFlys1rZ428a,31.77029419,-106.3005981,increase,I feel like it has been positive. It has brought more bussiness into the town.,positive,,10,TRUE,Increase,More,NA,Democrat,Female,BornInUS,Born in the US - US Citizen,,,English,1,5,,,,,,,,,,,,,Usa,219652
1/17/21 17:21,1/17/21 17:23,176,1/17/21 17:23,R_BJrgAwR7jSqlXFv,41.95039368,-91.68969727,increase,"I feel like the immigration of new people into this community has helped the area to grow and prosper. New businesses are springing up and more people are available to buy things, which helps to boost the economy. ",positive,,10,TRUE,increase,add,NA,Democrat,Female,BornInUS,Born in the US - US Citizen,,,English,0,5,,,,,,,,,,,,,United States,144344
1/16/21 14:18,1/16/21 14:20,114,1/16/21 14:20,R_XsT6oOpfuIWL82J,38.79130554,-77.2806015,invasion,"I feel that the local economy is stronger due to the rise of immigrant workers. With those immigrants opening businesses, they have created more jobs. And, the immigrant workers who work for others have increased business for the people they work for. ",positive,,10,FALSE,increase,attack,NA,Democrat,Female,BornInUS,Born in the US - US Citizen,,,English,1,5,,,,,,,,,,,,,United States,465830
1/16/21 17:17,1/16/21 17:19,134,1/16/21 17:19,R_2amfG2ZDpLUouMZ,38.22129822,-85.73960114,flood,I imagine the immigrant workers are enabling businesses to pay lower wages than they otherwise may have to be native employees. The businesses that the immigrants open are probably small scale endeavors and do not have much impact on the local economy overall.,positive,,7,FALSE,increase,fill,NA,Democrat,Female,BornInUS,Born in the US - US Citizen,,,English,0,5,,,,,,,,,,,,,United States,506459
1/17/21 17:50,1/17/21 18:00,547,1/17/21 18:00,R_emvO1YPgXhWg9mV,33.74679565,-84.31369781,invasion,"I see the strong work ethics of these individuals. They work jobs that other individuals will not. The culture, dreams, and ideas these individuals have bring excites me.",positive,,9,FALSE,Increase,seizure,NA,Independent,Female,BornInUS,Born in the US - US Citizen,,,English,1 month,5,,,,,,,,,,,,,none,537485
1/21/21 15:24,1/21/21 15:29,260,1/21/21 15:29,R_3O21n7Wt6a4diB6,35.47180176,-97.27259827,invasion,I think it has had a great effect. It has grown the economy and and created a measure of prosperity.,positive,,9,FALSE,Influx,take over,NA,Democrat,Female,BornInUS,Born in the US - US Citizen,,,English,1,5,,,,,,,,,,,,,United States,261613
1/21/21 15:26,1/21/21 15:31,315,1/21/21 15:31,R_cCOnGdZeINdxJgR,25.99200439,-80.27020264,increase,"I think it helps the local economy in that there is more workers. The more workers there are the more people might spend, versus if there are none. The more workers there are, the more services there are like good services which can lead to more people spending money.",positive,,9,TRUE,increase,grow,NA,Democrat,Female,BornInUS,Born in the US - US Citizen,,,English,1,5,,,,,,,,,,,,,USA,123392
1/16/21 9:11,1/16/21 9:14,165,1/16/21 9:14,R_12sEP4vb3wyRrgP,38.61540222,-90.21589661,boost,I think it is probably a positive effect. I think the immigrants bring a lot of money and purchasing power to the town.,positive,,10,FALSE,increase,lift,NA,Democrat,Female,BornInUS,Born in the US - US Citizen,,,English,0,5,,,,,,,,,,,,,united states,750427
